Class	Pub_doi	Pub_title	Pub_concept	Class_short
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Youth Guarantee	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Youth Guarantee Schemes	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Inactive NEETs	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Labour Market	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Emotional Skills	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Adult Learning Programmes	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Chance Schools	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Young NEETs	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Permanent Contracts	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Work Based Learning	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Low Cognitive Skills	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Employment Protection Legislation	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Mutual Obligation	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Severance Pay	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Young People	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Strong Co-operation	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Sound Labour Market	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Active Labour Market Policies	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Youth Employment	School-to-work Transition
School-to-work Transition	10.1787/9789264234178-8-en	OECD Skills Outlook 2015 - Policies towards integrating youth into the labour market	Trial Period	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Skills Proficiency	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Information Processing Skills	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Political Efficacy	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Adult Skills	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Literacy Proficiency	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Qualifications Mismatch	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Overqualified Workers	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Non-economic Outcomes	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Yunnan Province	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Skills Mismatch	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Lao PDR	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Literacy Scale	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	SKILLS MATTER	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Wage Penalty	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Educational Attainment	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Hourly Wages	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Socio-demographic Characteristics	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Excellent Health	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Darker Tone	School-to-work Transition
School-to-work Transition	10.1787/9789264258051-8-en	Skills Matter - The outcomes of investment in skills	Technology Rich Environments	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Not In Employment, Education Or Training Rates	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Inactive Not In Employment, Education Or Training	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	OECD SOCIAL INDICATORS	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Not In Employment, Education Or Training Status	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Inactive NEETS	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Young People	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Not In Employment, Education Or Training Youth	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Non-cognitive Skills	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Receipt Rates	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Young Jobseekers	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Early School Leavers	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Career Guidance	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Disability Benefits	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Income Support Benefits	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Disadvantaged Young People	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Young Not In Employment, Education Or Training	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Personality Traits	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Youth Employment Rates	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	High Not In Employment, Education Or Training Rates	School-to-work Transition
School-to-work Transition	10.1787/soc_glance-2016-4-en	Society at a Glance 2016 - The NEET challenge: What can be done for jobless and disengaged youth?	Youth Employment	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	NEET Status	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	NEET Rates	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Benefit Receipt Rates	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Inactive NEETs	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Personality Traits	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Receipt Rates	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Young NEETs	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Emotional Stability	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Disadvantaged Youth	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Non-cognitive Skills	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Observation Period	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Job Corps	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Young People	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Benefit Receipt	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Unemployed NEETs	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Young Person	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Labour Market	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Left Panel	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Youth Guarantees	School-to-work Transition
School-to-work Transition	10.1787/5js6363503f6-en	OECD Social, Employment and Migration Working Papers - NEET Youth in the Aftermath of the Crisis	Parental Education	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	International Standard Classification Of Education Level	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Academic Education	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	International Standard Classification Of Education 5B	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Training Incidence	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	International Standard Classification Of Education 5A	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Average Treatment Effects	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Vocational Education	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	La Formation Professionnelle	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Negative Gap	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Computer Based Assessment	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Numeracy Proficiency	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Vocational Education And Training Systems	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	La Formation	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Non-monetary Outcomes	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Formation Professionnelle	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Vocational Curriculum	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Vocational Education And Training Graduates	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Individual Age	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Academic Curricula	School-to-work Transition
School-to-work Transition	10.1787/5jrxfmjvw9bt-en	OECD Social, Employment and Migration Working Papers - The effects of vocational education on adult skills and wages	Initial Vocational Education	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Employer Learning	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Online OECD Employment Database	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	True Productivity	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Experience Profile	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Numeracy Proficiency	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Education Falls	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Temporary Contracts	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Labour Market Institutions	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Adult Skills	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	National Longitudinal Survey	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Tax Wedge	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Skills Variable	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Laxer Employment Protection Legislation	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Labour Market	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Job Related Education And Training	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Unobservable Ability	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Employment Protection Legislation	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Minimum Wage	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Potential Experience	School-to-work Transition
School-to-work Transition	10.1787/eco_studies-2015-5jrs3sqrvzg5	OECD Journal: Economic Studies - Experience and the returns to education and skill in OECD countries	Total Labour Costs	School-to-work Transition
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Information And Communication Technologies Skills	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Odds Ratio	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Skills Proficiencies	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Numeracy Proficiency	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Earnings Returns	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Literacy Proficiency	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Problem Solving	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Numeracy Skills	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Literacy Skills	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Plausible Values	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Proficiency Levels	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Earnings Models	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Technology Rich Environments Assessment	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	London Economics	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Adult Skills	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Control Variables	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Earnings Outcomes	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Education Interaction	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Proficiency Scores	Skills
Skills	10.1787/5jm2cv4t4gzs-en	OECD Education Working Papers - The Impact of Literacy, Numeracy and Computer Skills on Earnings and Employment Outcomes	Incremental Increases	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Worker Reallocation Rates	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Industry Level Mismatch Indicators	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Residential Mobility	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Lower Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Van Der Velden	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Higher Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Skills Proficiency	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Self-reported Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Measuring Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Reduce Skills Mismatch	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Adult Skills	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Mismatch Indicators	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Allocative Efficiency	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Technology Rich Environments	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Skill Domain	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Job Characteristics	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Industry Employment Shares	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Proficiency Scores	Skills
Skills	10.1787/65dab7c6-en	OECD Economics Department Working Papers - Skills mismatch, productivity and policies	Explaining Cross Country Differences	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Computer Capabilities	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Skill Demand	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Job Tasks	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	General Cognitive Skills	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Adult Skills	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Computer Science	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Exploratory Project	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Additional Perspectives	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Artificial Intelligence	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Computer Scientists	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Van Zanden	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Job Descriptions	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Human Skills	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Occupational Data	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	OECD's Survey	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Skill Distribution	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Change Skill Demand	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Mid-level Skills	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Visual Interpretation	Skills
Skills	10.1787/9789264284395-3-en	Computers and the Future of Skill Demand - The challenge computers pose to work and education	Work Skills	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Literacy Proficiency	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Technology Rich Environments	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Unadjusted Differences	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Contrast Categories	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Information Processing Skills	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	ICT Core Test	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Technology Rich Environments Scale	Skills
Skills	10.1787/9789264258051-6-en	Skills Matter - The socio-demographic distribution of key information - processing skills	Failed ICT Core Test	Skills
